シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,番号（補助率等）,補助対象,補助率,補助上限等,補助率URL
レビューシート,2024,3588,サイバーセキュリティ経済基盤構築事業,22,経済産業省,経済産業省,商務情報政策局,,サイバーセキュリティ課,,,,,,,,
レビューシート,2024,3589,産業サイバーセキュリティ強靭化事業,22,経済産業省,経済産業省,商務情報政策局,,サイバーセキュリティ課,,,,1,独立行政法人情報処理推進機構,'定額,,
レビューシート,2024,3593,休廃止鉱山鉱害防止等工事費補助事業,22,経済産業省,経済産業省,大臣官房産業保安・安全G,,鉱山・火薬類監理官付,,,,1,地方公共団体、坑廃水処理事業者等,'地方公共団体：3/4、大企業：1/4、中小企業：1/3,,
レビューシート,2024,3594,賠償償還及払戻金（石炭じん肺訴訟に係る賠償金）,22,経済産業省,経済産業省,大臣官房産業保安・安全G,,鉱山・火薬類監理官付,,,,,,,,
レビューシート,2024,3595,産業保安等調査研究事業,22,経済産業省,経済産業省,大臣官房産業保安・安全G,,保安政策課,,,,,,,,
レビューシート,2024,3597,エネルギー需給構造高度化等対策・GX実現に資する委託調査のうち、燃料安定供給対策に関する調査等委託費,22,経済産業省,経済産業省,資源エネルギー庁,長官官房,総務課,,,,,,,,
レビューシート,2024,3599,経済協力開発機構科学技術イノベーション局等拠出金,22,経済産業省,経済産業省,通商政策局,国際経済部,参事官付,,,,,,,,
レビューシート,2024,3600,グローバルな関係強化やビジネス環境整備等に資する国際協力事業（うち日・ＥＵ産業協力促進事業）,22,経済産業省,経済産業省,通商政策局,,欧州課,,,,1,,'日欧産業協力センターが実施する本事業について、当該経費の全額を補助【補助率：100%】,,
レビューシート,2024,3601,グローバルな関係強化やビジネス環境整備等に資する国際協力事業（うちロシア・中央アジア地域等情報収集・提供等事業）,22,経済産業省,経済産業省,通商政策局,,ロシア・中央アジア・コーカサス室,,,,1,民間事業者,'定額,,
レビューシート,2024,3602,東アジア経済統合研究協力事業費,22,経済産業省,経済産業省,通商政策局,,アジア大洋州課,,,,,,,,
レビューシート,2024,3603,日韓産業技術協力共同事業体拠出金,22,経済産業省,経済産業省,通商政策局,,韓国室,,,,,,,,
レビューシート,2024,3605,内外一体の経済成長戦略構築にかかる国際経済調査事業,22,経済産業省,経済産業省,通商政策局,,総務課,,,,,,,,
レビューシート,2024,3606,地球温暖化問題等対策調査,22,経済産業省,経済産業省,イノベーション・環境局ＧＸグループ,,環境政策課,,,,,,,,
レビューシート,2024,3610,日・ASEAN貿易投資観光促進センター拠出金,22,経済産業省,経済産業省,通商政策局,,アジア大洋州課,,,,,,,,
レビューシート,2024,3613,日・ASEAN経済産業協力拠出金,22,経済産業省,経済産業省,通商政策局,,アジア大洋州課,,,,,,,,
レビューシート,2024,3614,国際連合工業開発機関拠出金,22,経済産業省,経済産業省,通商政策局,,技術・人材協力室,,,,,,,,
レビューシート,2024,3615,質の高いインフラの海外展開に向けた事業実施可能性調査等事業,22,経済産業省,経済産業省,通商政策局,,貿易振興課,,,,,,,,
レビューシート,2024,3617,株式会社日本貿易保険への交付金,22,経済産業省,経済産業省,通商政策局,,通商金融課,,,,,,,,
レビューシート,2024,3618,技術協力活用型・新興国市場開拓事業,22,経済産業省,経済産業省,通商政策局,,技術・人材協力室,,,,1,,"'・国 →　民間企業等（委託）　事業(2),(4),(5)・国 →　民間企業等（補助【2/3等】）　事業(1)・国 →　民間企業等（補助【定額】） →　民間企業等（補助【2/3､1/3】）　事業(3)",,
レビューシート,2024,3619,現地進出支援強化事業,22,経済産業省,経済産業省,通商政策局,,総務課,,,,1,独立行政法人日本貿易振興機構が実施する各事業,'補助率：定額、1/3、1/2、2/3,,
レビューシート,2024,3620,重要技術管理体制強化事業,22,経済産業省,経済産業省,貿易経済安全保障局,,経済産業省貿易経済安全保障局経済安全保障政策課,,,,,,,,
レビューシート,2024,3621,中小企業サイバーセキュリティ対策促進事業,22,経済産業省,経済産業省,商務情報政策局,,サイバーセキュリティ課,,,,1,独立行政法人情報処理推進機構,'定額,,
レビューシート,2024,3622,中小企業資金繰り支援事業（うち小規模事業者経営改善資金融資事業）,22,経済産業省,経済産業省,中小企業庁,経営支援部,小規模企業振興課,,,,,,,,
レビューシート,2024,3623,中小企業支援事業（うち中小企業連携組織対策推進事業）,22,経済産業省,経済産業省,中小企業庁,経営支援部,経営支援課,,,,1,①全国中小企業団体中央会、全国商店街振興組合連合会、全国卸商業団地協同組合連合会が実施する１．中小企業組合等指導・支援事業、２．中小企業組合等課題対応支援事業②全国中小企業団体中央会が実施する３．外国人技能実習制度適正化事業,'①について、【2/3、6/10、1/2、1/3、定額】②について、【定額】,,
レビューシート,2024,3624,中小企業支援事業 （うち小規模事業対策推進等事業）,22,経済産業省,経済産業省,中小企業庁,経営支援部,小規模企業振興課,,,,1,,'・補助率１／２、２／３、６／１０、定額,,
レビューシート,2024,3625,中小企業支援事業（うち中小企業活性化・事業承継総合支援事業）,22,経済産業省,経済産業省,中小企業庁,事業環境部,財務課,,,,,,,,
レビューシート,2024,3627,成長型中小企業等研究開発支援事業（Go-Tech事業）,22,経済産業省,経済産業省,中小企業庁,経営支援部,技術・経営革新室,,,,1,物品費、人件費・謝金、旅費、その他、委託費、間接経費,'補助事業期間：２～３年補助率：中小企業者等 2/3以内　大学・公設試等 原則定額　※一部定額上限あり、課税所得15億円超中小企業等は1/2以内,"（通常枠）単年4,500万円、３年間9,750万円、（出資獲得枠）単年１億円、３年間３億円",
レビューシート,2024,3629,中小企業支援事業（うち地方公共団体による小規模事業者支援推進事業）,22,経済産業省,経済産業省,中小企業庁,経営支援部,小規模企業振興課,,,,1,地方公共団体（災害時支援）,'2/3以内,5億円（局激指定を受けた市町村を有する都道府県内）1億円（災害救助法が適用された市町村を有する都道府県内）,
レビューシート,2024,3629,中小企業支援事業（うち地方公共団体による小規模事業者支援推進事業）,22,経済産業省,経済産業省,中小企業庁,経営支援部,小規模企業振興課,,,,2,地方公共団体（通常時支援）,'1/2以内,"5,000万円（市町村は1,000万円、広域的な支援を行う場合は1億円）",
レビューシート,2024,3645,地域・企業共生型ビジネス導入・創業促進事業,22,経済産業省,経済産業省,中小企業庁,経営支援部,創業・新事業促進室,,,,1,人件費、事業費（旅費、機械装置費、借料及び賃料（リース費）、システム開発費、外注加工費、技術 導入費、専門家経費、運搬費、クラウド利用費 、 委託費）,'①補助率：2/3②補助率：2/3または1/2③補助率：1/2,"①3,000万円②4,000万円③4,000万円",
レビューシート,2024,3648,中小企業支援事業（うち中小企業･小規模事業者ワンストップ総合支援事業）,22,経済産業省,経済産業省,中小企業庁,経営支援部,経営支援課,,,,,,,,
レビューシート,2024,3649,中小企業生産性革命推進事業,22,経済産業省,経済産業省,中小企業庁,経営支援部,技術・経営革新室,,,,1,中小企業、小規模事業者等,'①中小企業成長加速化支援事業（中小企業成長加速化補助金）（補助額：1/2）②ものづくり・商業・サービス生産性向上促進事業（ものづくり補助金）（補助率：原則中小1/2 小規模2/3）③小規模事業者持続的発展支援事業（持続化補助金）（補助率：原則2/3 ）④サービス等生産性向上IT導入支援事業（IT導入補助金）（補助率：1/2～4/5）⑤事業承継・引継ぎ支援事業（事業承継・引継ぎ補助金・R5補正まで）（補助率：1/2～2/3）⑥事業承継・M&A支援事業（事業承継・M&A補助金・R6補正以降）（補助率：1/3～2/3）,"①中小企業成長加速化支援事業（中小企業成長加速化補助金）（補助額：～5億円）②ものづくり・商業・サービス生産性向上促進事業（ものづくり補助金）（補助額：100万～4,000万円）③小規模事業者持続的発展支援事業（持続化補助金）（補助額：50万～250万円）④サービス等生産性向上IT導入支援事業（IT導入補助金）（補助額： ～450万円）⑤事業承継・引継ぎ支援事業（事業承継・引継ぎ補助金・R5補正まで）（補助上限：～800万円）⑥事業承継・M&A支援事業（事業承継・M&A補助金・R6補正以降）（補助上限～2,000万円）",
